Domain	Status	Genome Name	GOLD Project ID	GOLD Analysis Project ID	Submission ID	Ecosystem Category
Bacteria	Permanent Draft	Leptospira interrogans 2002000621	Gp0011216	Ga0014115	17117	Human
Bacteria	Permanent Draft	Leptospira interrogans 2002000623	Gp0016528	Ga0011930	11808	Human
Bacteria	Permanent Draft	Leptospira interrogans 2002000624	Gp0010199	Ga0013074	15034	Human
Bacteria	Permanent Draft	Leptospira interrogans 2002000626	Gp0010200	Ga0015166	18166	Human
Bacteria	Permanent Draft	Leptospira interrogans 2002000631	Gp0033301	Ga0017010	20520	Human
Bacteria	Permanent Draft	Leptospira interrogans 2002000632	Gp0033302	Ga0017011	20521	Human
Bacteria	Permanent Draft	Leptospira interrogans 2003000735	Gp0033303	Ga0017012	20522	Human
Bacteria	Permanent Draft	Leptospira interrogans 2006001854	Gp0011139	Ga0014113	17115	Human
Bacteria	Permanent Draft	Leptospira interrogans 56101	Gp0140198	Ga0123183	100467	Human
Bacteria	Permanent Draft	Leptospira interrogans 56104	Gp0140199	Ga0123184	90422	Human
Bacteria	Permanent Draft	Leptospira interrogans 56121	Gp0140204	Ga0123185	100468	Human
Bacteria	Permanent Draft	Leptospira interrogans 56126	Gp0140200	Ga0123186	100469	Human
Bacteria	Permanent Draft	Leptospira interrogans 56129	Gp0140201	Ga0123187	96191	Human
Bacteria	Permanent Draft	Leptospira interrogans 56133	Gp0140166	Ga0123188	90419	Human
Bacteria	Permanent Draft	Leptospira interrogans 56135	Gp0140203	Ga0123189	100470	Human
Bacteria	Permanent Draft	Leptospira interrogans 56137	Gp0140202	Ga0123190	100471	Human
Bacteria	Permanent Draft	Leptospira interrogans 56143	Gp0140205	Ga0123191	96139	Human
Bacteria	Permanent Draft	Leptospira interrogans 56601-V	Gp0140171	Ga0123194	100473	Human
Bacteria	Permanent Draft	Leptospira interrogans 56603	Gp0140150	Ga0123195	88241	Human
Bacteria	Permanent Draft	Leptospira interrogans 56605	Gp0140146	Ga0123196	100474	Human
Bacteria	Permanent Draft	Leptospira interrogans 56606	Gp0140190	Ga0123197	100475	Human
Bacteria	Permanent Draft	Leptospira interrogans 56606-V	Gp0140191	Ga0123198	90420	Human
Bacteria	Permanent Draft	Leptospira interrogans 56608	Gp0140148	Ga0123200	87506	Human
Bacteria	Permanent Draft	Leptospira interrogans 56608-V	Gp0140149	Ga0123199	100476	Human
Bacteria	Permanent Draft	Leptospira interrogans 56609-V	Gp0140192	Ga0123202	90421	Human
Bacteria	Permanent Draft	Leptospira interrogans 56610	Gp0140170	Ga0123203	100478	Human
Bacteria	Permanent Draft	Leptospira interrogans 56612	Gp0140153	Ga0122261	100070	Human
Bacteria	Permanent Draft	Leptospira interrogans 56618	Gp0140173	Ga0122262	95965	Human
Bacteria	Permanent Draft	Leptospira interrogans 56619	Gp0140177	Ga0122263	100071	Human
Bacteria	Permanent Draft	Leptospira interrogans 56620	Gp0140172	Ga0123163	95987	Human
Bacteria	Permanent Draft	Leptospira interrogans 56624	Gp0140179	Ga0123164	88392	Human
Bacteria	Permanent Draft	Leptospira interrogans 56625	Gp0140194	Ga0123165	100459	Human
Bacteria	Permanent Draft	Leptospira interrogans 56627	Gp0140180	Ga0123167	87737	Human
Bacteria	Permanent Draft	Leptospira interrogans 56628	Gp0140181	Ga0123168	93498	Human
Bacteria	Permanent Draft	Leptospira interrogans 56629	Gp0140182	Ga0123169	100461	Human
Bacteria	Permanent Draft	Leptospira interrogans 56634	Gp0140157	Ga0123171	100463	Human
Bacteria	Permanent Draft	Leptospira interrogans 56635	Gp0140183	Ga0123172	100464	Human
Bacteria	Permanent Draft	Leptospira interrogans 56638	Gp0140178	Ga0123173	87960	Human
Bacteria	Permanent Draft	Leptospira interrogans 56639	Gp0140184	Ga0123174	87770	Human
Bacteria	Permanent Draft	Leptospira interrogans 56642	Gp0140176	Ga0123175	88092	Human
Bacteria	Permanent Draft	Leptospira interrogans 56647	Gp0140185	Ga0123176	96065	Human
Bacteria	Permanent Draft	Leptospira interrogans 56649	Gp0140193	Ga0123177	96048	Human
Bacteria	Permanent Draft	Leptospira interrogans 56651	Gp0140187	Ga0123178	87891	Human
Bacteria	Permanent Draft	Leptospira interrogans 56652	Gp0140158	Ga0123179	90417	Human
Bacteria	Permanent Draft	Leptospira interrogans 56656	Gp0140159	Ga0123181	90418	Human
Bacteria	Permanent Draft	Leptospira interrogans 56660	Gp0140186	Ga0123182	100466	Human
Bacteria	Permanent Draft	Leptospira interrogans 56673	Gp0140188	Ga0123160	100457	Human
Bacteria	Permanent Draft	Leptospira interrogans 56678	Gp0140174	Ga0123161	96133	Human
Bacteria	Permanent Draft	Leptospira interrogans C10069	Gp0011218	Ga0018053	21735	Human
Bacteria	Permanent Draft	Leptospira interrogans CMCC-1	Gp0140196	Ga0122251	100064	Human
Bacteria	Permanent Draft	Leptospira interrogans CMCC-2	Gp0140151	Ga0122252	100066	Human
Bacteria	Permanent Draft	Leptospira interrogans CMCC-3	Gp0140197	Ga0122254	96062	Human
Bacteria	Permanent Draft	Leptospira interrogans FPW1039	Gp0021687	Ga0016193	19196	Human
Bacteria	Permanent Draft	Leptospira interrogans J42	Gp0140163	Ga0122257	100068	Human
Bacteria	Permanent Draft	Leptospira interrogans L0996	Gp0016579	Ga0013197	15170	Human
Bacteria	Permanent Draft	Leptospira interrogans L56626	Gp0140154	Ga0123166	100460	Human
Bacteria	Permanent Draft	Leptospira interrogans Pomona Pomona	Gp0011117	Ga0014114	17116	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Australis 200703203	Gp0016643	Ga0014373	17378	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Australis LT2148	Gp0011219	Ga0023238	30396	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Bataviae Kariadi-Satu	Gp0016704	Ga0020233	24233	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Bataviae Swart	Gp0016703	Ga0020234	24234	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Bulgarica Mallika	Gp0011215	Ga0016046	19046	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Canicola Fiocruz LV133	Gp0021690	Ga0014281	17286	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Canicola HAI0024	Gp0010344	Ga0019867	23958	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Canicola LT1962	Gp0011225	Ga0013540	15895	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni 2001025091	Gp0011244	Ga0019886	23977	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni 2006007831	Gp0011242	Ga0019885	23976	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz 2756 C1	Gp0010173	Ga0019822	23913	Human
Bacteria	Finished	Leptospira interrogans sv. Copenhageni Fiocruz L1-130	Gp0000585	Ga0029262		Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV130	Gp0010156	Ga0019820	23911	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV192	Gp0010629	Ga0019813	23904	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV199	Gp0010630	Ga0019814	23905	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV204	Gp0010631	Ga0019815	23906	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV212	Gp0010632	Ga0019816	23907	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV224	Gp0010171	Ga0019817	23908	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV239	Gp0010222	Ga0019818	23909	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV251	Gp0010155	Ga0019819	23910	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2752	Gp0010158	Ga0019824	23915	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2755	Gp0010172	Ga0019821	23912	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2756C6	Gp0011245	Ga0019887	23978	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2759	Gp0010175	Ga0019825	23916	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2763	Gp0010252	Ga0019826	23917	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2767	Gp0010253	Ga0019827	23918	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2769	Gp0010254	Ga0019828	23919	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2772	Gp0010255	Ga0019829	23920	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2776	Gp0010280	Ga0019830	23921	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2787	Gp0010202	Ga0019831	23922	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2790	Gp0010203	Ga0019832	23923	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2791	Gp0010204	Ga0019833	23924	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2799	Gp0010205	Ga0019834	23925	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2804	Gp0010616	Ga0019835	23926	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2805	Gp0010617	Ga0019836	23927	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2806	Gp0010618	Ga0019837	23928	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2811	Gp0010619	Ga0019838	23929	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2812	Gp0010165	Ga0019839	23930	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2825	Gp0010166	Ga0019840	23931	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2832	Gp0010167	Ga0019841	23932	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2840	Gp0010168	Ga0019842	23933	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2897	Gp0010185	Ga0019843	23934	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2908	Gp0010186	Ga0019844	23935	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2933	Gp0010281	Ga0019845	23936	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2948	Gp0010176	Ga0019846	23937	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2953	Gp0010177	Ga0019847	23938	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2958	Gp0010187	Ga0019848	23939	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2959	Gp0010188	Ga0019849	23940	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV2973	Gp0010206	Ga0019850	23941	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3086	Gp0010207	Ga0019851	23942	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3094	Gp0010208	Ga0019852	23943	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3096	Gp0010178	Ga0019853	23944	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3244	Gp0010201	Ga0019854	23945	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3323	Gp0010223	Ga0019855	23946	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3373	Gp0010224	Ga0019856	23947	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3726	Gp0010225	Ga0019857	23948	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3737	Gp0010282	Ga0019858	23949	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3738	Gp0010283	Ga0019859	23950	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3834	Gp0010209	Ga0019860	23951	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV3879	Gp0010311	Ga0019861	23952	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni Fiocruz LV999	Gp0010157	Ga0019823	23914	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni HAI0156	Gp0010313	Ga0019863	23954	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Copenhageni LT2050	Gp0011226	Ga0018055	21737	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Djasiman LT1649	Gp0011224	Ga0018054	21736	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Grippotyphosa 2006006971	Gp0010601	Ga0019812	23903	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Grippotyphosa LT2186	Gp0011227	Ga0018056	21738	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Grippotyphosa UI 12764	Gp0016637	Ga0014375	17380	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Lai Langkawi	Gp0016702	Ga0020230	24230	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Medanensis L0448	Gp0016578	Ga0013196	15169	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Medanensis UT053	Gp0016640	Ga0014376	17381	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Naam Naam	Gp0036025	Ga0021288	25221	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Pomona Kennewicki LC82-25	Gp0016529	Ga0011931	11809	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Pomona UT364	Gp0016642	Ga0014378	17383	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Pyrogenes 200701872	Gp0021709	Ga0016196	19199	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Pyrogenes R168	Gp0016583	Ga0013168	15128	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Szwajizak Szwajizak	Gp0036028	Ga0021293	25226	Human
Bacteria	Permanent Draft	Leptospira interrogans sv. Zanoni LT2156	Gp0011241	Ga0018057	21739	Human
Bacteria	Permanent Draft	Leptospira interrogans UI 08452	Gp0016587	Ga0011912	11790	Human
Bacteria	Permanent Draft	Leptospira interrogans UI 12758	Gp0016636	Ga0012142	12435	Human
Bacteria	Permanent Draft	Leptospira interrogans UT126	Gp0016641	Ga0016985	20494	Human
Bacteria	Permanent Draft	Leptospira kirschneri 200801774	Gp0021712	Ga0013111	15071	Human
Bacteria	Permanent Draft	Leptospira kirschneri 200801925	Gp0021713	Ga0014707	17715	Human
Bacteria	Permanent Draft	Leptospira kirschneri 200802841	Gp0021714	Ga0015844	18844	Human
Bacteria	Permanent Draft	Leptospira kirschneri 200803703	Gp0021715	Ga0015854	18854	Human
Bacteria	Permanent Draft	Leptospira kirschneri sv. Bulgarica Nikolaevo	Gp0033797	Ga0017019	20529	Human
Bacteria	Permanent Draft	Leptospira kirschneri sv. Grippotyphosa Moskva	Gp0017434	Ga0015018	18034	Human
Bacteria	Permanent Draft	Leptospira licerasiae ATCC BAA-1110	Gp0032333	Ga0002655	21622	Human
Bacteria	Permanent Draft	Leptospira licerasiae sv. Varillal VAR 010	Gp0016275	Ga0016179	19182	Human
Bacteria	Permanent Draft	Leptospira noguchii 1993005606	Gp0020462	Ga0015791	18798	Human
Bacteria	Permanent Draft	Leptospira noguchii 2001034031	Gp0021773	Ga0016422	19427	Human
Bacteria	Permanent Draft	Leptospira noguchii 2006001870	Gp0011141	Ga0018052	21734	Human
Bacteria	Permanent Draft	Leptospira noguchii 2007001578	Gp0020463	Ga0015790	18797	Human
Bacteria	Permanent Draft	Leptospira noguchii Bonito	Gp0033793	Ga0014469	17475	Human
Bacteria	Permanent Draft	Leptospira noguchii Cascata	Gp0021774	Ga0016424	19429	Human
Bacteria	Permanent Draft	Leptospira noguchii sv. Autumnalis ZUN142	Gp0020464	Ga0015793	18800	Human
Bacteria	Permanent Draft	Leptospira santarosai 2000027870	Gp0011140	Ga0018051	21733	Human
Bacteria	Permanent Draft	Leptospira santarosai 2000030832	Gp0010600	Ga0013072	15032	Human
Bacteria	Permanent Draft	Leptospira santarosai 200702252	Gp0017017	Ga0016075	19075	Human
Bacteria	Permanent Draft	Leptospira santarosai AIM	Gp0021797	Ga0016172	19175	Human
Bacteria	Permanent Draft	Leptospira santarosai JET	Gp0021800	Ga0014586	17593	Human
Bacteria	Permanent Draft	Leptospira santarosai MOR084	Gp0016213	Ga0014691	17699	Human
Bacteria	Permanent Draft	Leptospira santarosai sv. Arenal 7	Gp0020606	Ga0020508	24508	Human
Bacteria	Permanent Draft	Leptospira santarosai sv. Arenal MAVJ 401	Gp0017016	Ga0016076	19076	Human
Bacteria	Permanent Draft	Leptospira santarosai ZUN179	Gp0016214	Ga0014692	17700	Human
Bacteria	Permanent Draft	Leptospira sp. Fiocruz LV3954	Gp0021806	Ga0015937	18937	Human
Bacteria	Permanent Draft	Leptospira sp. Fiocruz LV4135	Gp0021821	Ga0015938	18938	Human
Bacteria	Permanent Draft	Leptospira weilii 2006001855	Gp0010599	Ga0013073	15033	Human
Bacteria	Permanent Draft	Leptospira weilii Ecochallenge	Gp0020456	Ga0015789	18796	Human
Bacteria	Permanent Draft	Leptospira weilii LNT 1194	Gp0020460	Ga0020471	24471	Human
Bacteria	Permanent Draft	Leptospira weilii sv. Topaz LT2116	Gp0020459	Ga0015786	18793	Human
Bacteria	Permanent Draft	Leptospira weilii UI 13098	Gp0020458	Ga0015787	18794	Human
Bacteria	Permanent Draft	Leptospira weilii UI 14631	Gp0020461	Ga0020472	24472	Human
Bacteria	Permanent Draft	Leptospira weillii 2006001853	Gp0011137	Ga0042083	38257	Human
Bacteria	Permanent Draft	Leptospira wolffii Khorat-H2	Gp0021887	Ga0015738	18744	Human
Bacteria	Finished	Leptospirillum ferrooxidans C2-3	Gp0020615	Ga0016623	19762	Human
Bacteria	Finished	"Leptotrichia buccalis C-1013-b, DSM 1135"	Gp0001215	Ga0029265		Human
Bacteria	Permanent Draft	Leptotrichia goodfellowii F0264	Gp0004136	Ga0029266		Human
Bacteria	Permanent Draft	"Leptotrichia goodfellowii LB 57, DSM 19756"	Gp0002851	Ga0024912	5723	Human
Bacteria	Permanent Draft	Leptotrichia hofstadii DSM 21651	Gp0013903	Ga0002302	14736	Human
Bacteria	Permanent Draft	Leptotrichia hofstadii F0254	Gp0004622	Ga0029267		Human
Bacteria	Permanent Draft	Leptotrichia shahii DSM 19757	Gp0013904	Ga0025495	9555	Human
Bacteria	Permanent Draft	Leptotrichia sp. oral taxon 215 W9775	Gp0039130	Ga0039065	55803	Human
Bacteria	Permanent Draft	Leptotrichia sp. oral taxon 225 F0581	Gp0005429	Ga0023171	30327	Human
Bacteria	Finished	Leptotrichia sp. oral taxon 847 F0260	Gp0150054	Ga0133517	91672	Human
Bacteria	Permanent Draft	Leptotrichia sp. oral taxon 879 F0557	Gp0023392	Ga0039072	55609	Human
Bacteria	Permanent Draft	Leptotrichia trevisanii DSM 22070	Gp0013905	Ga0000341	15737	Human
Bacteria	Permanent Draft	Leptotrichia wadei DSM 19758	Gp0013906	Ga0025457	9609	Human
Bacteria	Permanent Draft	Leptotrichia wadei F0279	Gp0005017	Ga0039051	55556	Human
Bacteria	Permanent Draft	Listeria innocua ATCC 33091	Gp0004623	Ga0015851	18851	Human
Bacteria	Finished	Listeria monocytogenes 08-5578	Gp0005086	Ga0029280		Human
Bacteria	Finished	Listeria monocytogenes 08-5923	Gp0005048	Ga0029281		Human
Bacteria	Finished	Listeria monocytogenes CFSAN042079	Gp0203465	Ga0175082	118109	Human
Bacteria	Permanent Draft	Listeria monocytogenes FSL F2-208	Gp0006496	Ga0037282	54427	Human
Bacteria	Permanent Draft	Listeria monocytogenes FSL J1-194	Gp0001560	Ga0014472	17478	Human
Bacteria	Draft	Listeria monocytogenes NKB04_01	Gp0026358	Ga0011485	11007	Human
Bacteria	Draft	Listeria monocytogenes NKB06_03	Gp0026357	Ga0011489	11011	Human
Bacteria	Permanent Draft	Listeria monocytogenes sv. 1/2a F6900	Gp0001558	Ga0024016	35365	Human
Bacteria	Finished	Listeria monocytogenes sv. 1/2a J2-031 BL0125	Gp0204219	Ga0175262	117898	Human
Bacteria	Permanent Draft	Listeria monocytogenes sv. 1/2b FSL R2-503	Gp0001566	Ga0014471	17477	Human
Bacteria	Draft	Listeria monocytogenes sv. 1/2b NKB06_01	Gp0026356	Ga0011488	11010	Human
Bacteria	Finished	Listeria monocytogenes sv. 1/2c SLCC 2372	Gp0008422	Ga0013199	15172	Human
Bacteria	Finished	Listeria monocytogenes sv. 4b 07PF0776	Gp0014055	Ga0009590	8662	Human
Bacteria	Permanent Draft	Listeria monocytogenes sv. 4b HPB2262	Gp0001577	Ga0029289		Human
Bacteria	Finished	Listeria monocytogenes sv. 4b J1776	Gp0204220	Ga0175084	118108	Human
Bacteria	Draft	Listeria monocytogenes sv. 4b NKB04_02	Gp0026359	Ga0011486	11008	Human
Bacteria	Draft	Listeria monocytogenes sv. 4b NKB04_03	Gp0026360	Ga0011487	11009	Human
Bacteria	Permanent Draft	Listeria monocytogenes sv. 4b Scott A	Gp0010773	Ga0019593	23680	Human
Bacteria	Finished	Listeria monocytogenes VIMHA007	Gp0203528	Ga0175405	118522	Human
Viruses	Permanent Draft	Maprik virus MK7532	Gp0173686	Ga0151813	102674	Human
Viruses	Permanent Draft	Marburg marburgvirus	Gp0174007	Ga0152134	102988	Human
Bacteria	Permanent Draft	Marvinbryantia formatexigens I-52	Gp0102825	Ga0056060	55239	Human
Bacteria	Permanent Draft	Marvinbryantia formatexigens I-52	Gp0000878	Ga0024044	35393	Human
Bacteria	Permanent Draft	Massilia timonae CCUG 45783	Gp0008134	Ga0014605	17613	Human
Bacteria	Permanent Draft	Megamonas funiformis YIT 11815	Gp0006625	Ga0009749	8897	Human
Bacteria	Permanent Draft	Megasphaera genomosp. type_1 28L	Gp0006653	Ga0029333		Human
Bacteria	Permanent Draft	Megasphaera massiliensis NP3	Gp0033872	Ga0019680	23768	Human
Bacteria	Permanent Draft	Megasphaera micronuciformis F0359	Gp0006573	Ga0029334		Human
Bacteria	Permanent Draft	Megasphaera sp. BL7	Gp0044234	Ga0018267	22255	Human
Bacteria	Permanent Draft	Megasphaera sp. BV3C16-1	Gp0012603	Ga0023273	30433	Human
Bacteria	Permanent Draft	Megasphaera sp. NM10	Gp0037330	Ga0018185	22102	Human
Bacteria	Permanent Draft	Megasphaera sp. UPII 135-E	Gp0010219	Ga0009501	7612	Human
Bacteria	Permanent Draft	Megasphaera sp. UPII 199-6	Gp0010327	Ga0029335		Human
Archaea	Permanent Draft	Methanobrevibacter oralis DSM7256	Gp0146556	Ga0126274	90864	Human
Archaea	Permanent Draft	Methanobrevibacter smithii DSM 2375	Gp0003638	Ga0029350		Human
Archaea	Permanent Draft	"Methanobrevibacter smithii F1, DSM 2374"	Gp0003674	Ga0029349		Human
Archaea	Permanent Draft	Methanomassiliicoccus luminyensis B10	Gp0021415	Ga0011694	11458	Human
Archaea	Finished	Methanosphaera stadtmanae DSM 3091	Gp0000406	Ga0029374		Human
Bacteria	Permanent Draft	Microbacterium paraoxydans NBRC 103076	Gp0024478	Ga0128540	129052	Human
Bacteria	Permanent Draft	Microbacterium resistens NBRC 103078	Gp0024441	Ga0128533	129046	Human
Bacteria	Permanent Draft	Microbacterium sp. oral taxon 186 F0373	Gp0021065	Ga0017002	20511	Human
Bacteria	Permanent Draft	Micrococcus luteus SK58	Gp0003699	Ga0029420		Human
Bacteria	Permanent Draft	Mitsuokella multacida DSM 20544	Gp0003700	Ga0024111	35461	Human
Bacteria	Permanent Draft	Mitsuokella sp. oral taxon 131 W9106	Gp0039131	Ga0032233	36755	Human
Bacteria	Permanent Draft	Mobiluncus curtisii curtisii ATCC 35241	Gp0004625	Ga0029446		Human
Bacteria	Permanent Draft	Mobiluncus curtisii holmesii ATCC 35242	Gp0003544	Ga0029447		Human
Bacteria	Permanent Draft	Mobiluncus mulieris 28-1	Gp0003502	Ga0029448		Human
Bacteria	Permanent Draft	Mobiluncus mulieris ATCC 35239	Gp0004108	Ga0029449		Human
Bacteria	Permanent Draft	Mobiluncus mulieris ATCC 35243	Gp0003702	Ga0029450		Human
Bacteria	Permanent Draft	Mobiluncus mulieris FB024-16	Gp0006205	Ga0029451		Human
Bacteria	Permanent Draft	Mogibacterium sp. CM50	Gp0011073	Ga0015939	18939	Human
Bacteria	Permanent Draft	Mogibacterium timidum ATCC 33093	Gp0005415	Ga0023167	30323	Human
Bacteria	Permanent Draft	Moraxella atlantae NBRC 14588	Gp0024444	Ga0128604	129107	Human
Bacteria	Permanent Draft	Moraxella catarrhalis 103P14B1	Gp0007256	Ga0014307	17312	Human
Bacteria	Permanent Draft	Moraxella catarrhalis 46P47B1	Gp0008355	Ga0014306	17311	Human
Bacteria	Permanent Draft	Moraxella catarrhalis 7169	Gp0008231	Ga0015739	18746	Human
Bacteria	Finished	Moraxella catarrhalis BBH18	Gp0007452	Ga0029458		Human
Bacteria	Permanent Draft	Moraxella catarrhalis BC8	Gp0008340	Ga0014308	17313	Human
Bacteria	Permanent Draft	Moraxella catarrhalis RH4	Gp0033763	Ga0012067	12319	Human
Bacteria	Finished	Morganella morganii FDAARGOS_172	Gp0205750	Ga0175846	117840	Human
Bacteria	Finished	Morganella morganii morganii KT	Gp0016919	Ga0016648	19806	Human
Bacteria	Permanent Draft	Morganella morganii NLAE-zl-C84	Gp0127434	Ga0104395	81493	Human
Bacteria	Permanent Draft	Morganella morganii SC01	Gp0035724	Ga0014970	17986	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 115	Gp0020740	Ga0020432	24432	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 159	Gp0020738	Ga0020431	24431	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 3A-0122-R	Gp0011386	Ga0014523	17529	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 3A-0122-S	Gp0011387	Ga0013119	15079	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 3A-0810-R	Gp0011389	Ga0014524	17530	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 3A-0930-R	Gp0011390	Ga0013121	15081	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 3A-0930-S	Gp0011391	Ga0013122	15082	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 47J26	Gp0016668	Ga0012155	12448	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 5S-1215	Gp0011442	Ga0013176	15141	Human
Bacteria	Permanent Draft	Mycobacterium abscessus 9808	Gp0033770	Ga0021132	25064	Human
Bacteria	Finished	Mycobacterium abscessus ATCC 19977	Gp0001602	Ga0029465		Human
Bacteria	Finished	Mycobacterium abscessus bolletii 50594	Gp0040322	Ga0023961	35253	Human
Bacteria	Permanent Draft	Mycobacterium abscessus bolletii BD	Gp0016669	Ga0014229	17234	Human
Bacteria	Permanent Draft	Mycobacterium abscessus bolletii CRM-0020	Gp0044237	Ga0053770	44401	Human
