Domain	Status	Genome Name	GOLD Project ID	GOLD Analysis Project ID	Submission ID	Habitat
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP02-I2"	Gp0085094	Ga0022986	29695	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP02-I3"	Gp0085103	Ga0022977	29704	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP02-I4"	Gp0085116	Ga0022238	29936	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP02-I5"	Gp0085129	Ga0022235	29949	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP02-MA"	Gp0085055	Ga0022199	29554	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP02-MB"	Gp0085068	Ga0022218	29567	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP03-I1"	Gp0085082	Ga0022976	29668	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP03-I2"	Gp0085095	Ga0022978	29696	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP03-I3"	Gp0085104	Ga0022257	29705	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP03-I4"	Gp0085117	Ga0022223	29937	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP03-I5"	Gp0085130	Ga0022241	29950	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP03-MA"	Gp0085056	Ga0022177	29555	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP03-MB"	Gp0085069	Ga0022187	29568	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-I1"	Gp0085083	Ga0023031	29669	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-I2"	Gp0085096	Ga0022998	29697	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-I3"	Gp0085105	Ga0022259	29706	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-I4"	Gp0085118	Ga0022260	29938	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-I5"	Gp0085131	Ga0022254	29951	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-MA"	Gp0085057	Ga0022217	29556	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP06-MB"	Gp0085070	Ga0022170	29570	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP07-I1"	Gp0085084	Ga0023028	29670	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP07-I3"	Gp0085106	Ga0022232	29707	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP07-I4"	Gp0085119	Ga0022245	29939	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP07-I5"	Gp0085132	Ga0022255	29952	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP07-MA"	Gp0085058	Ga0022184	29557	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP07-MB"	Gp0085071	Ga0022180	29571	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP08-I1"	Gp0085085	Ga0022985	29671	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP08-I2"	Gp0085097	Ga0023033	29698	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP08-I3"	Gp0085107	Ga0022236	29708	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP08-I4"	Gp0085120	Ga0022249	29940	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP08-I5"	Gp0085133	Ga0022248	29953	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP08-MA"	Gp0085059	Ga0022169	29558	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP08-MB"	Gp0085072	Ga0022220	29572	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP09-I1"	Gp0085086	Ga0023027	29672	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP09-I2"	Gp0085098	Ga0023035	29699	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP09-I3"	Gp0085108	Ga0022246	29709	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP09-I4"	Gp0085121	Ga0022234	29941	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP09-I5"	Gp0085134	Ga0022250	29954	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP09-MA"	Gp0085060	Ga0022185	29559	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP09-MB"	Gp0085073	Ga0022182	29573	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP12-I1"	Gp0085087	Ga0023023	29678	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP12-I2"	Gp0085099	Ga0023026	29700	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP12-I3"	Gp0085109	Ga0022253	29710	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP12-I4"	Gp0085122	Ga0022252	29942	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP12-I5"	Gp0085135	Ga0022243	29955	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP12-MA"	Gp0085061	Ga0022179	29560	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP12-MB"	Gp0085074	Ga0022988	29660	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP13-I1"	Gp0085088	Ga0022999	29673	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP13-I3"	Gp0085110	Ga0022244	29712	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP13-I4"	Gp0085123	Ga0022225	29943	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP13-I5"	Gp0085136	Ga0022242	29956	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP13-MA"	Gp0085062	Ga0022200	29561	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP13-MB"	Gp0085075	Ga0022989	29661	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP16-I1"	Gp0085089	Ga0023032	29679	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP16-I2"	Gp0085100	Ga0023020	29701	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP16-I3"	Gp0085111	Ga0022228	29711	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP16-I4"	Gp0085124	Ga0022230	29944	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP16-I5"	Gp0085137	Ga0022240	29957	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP16-MA"	Gp0085063	Ga0022178	29562	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP16-MB"	Gp0085076	Ga0022992	29662	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP17-I1"	Gp0085090	Ga0023000	29675	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP17-I3"	Gp0085112	Ga0022231	29714	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP17-I4"	Gp0085125	Ga0022226	29945	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP17-I5"	Gp0085138	Ga0022247	29958	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP17-MA"	Gp0085064	Ga0022202	29563	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP17-MB"	Gp0085077	Ga0023034	29664	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP19-I1"	Gp0085091	Ga0022996	29676	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP19-I3"	Gp0085113	Ga0022258	29716	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP19-I4"	Gp0085126	Ga0023038	29946	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP19-I5"	Gp0085139	Ga0022227	29959	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP19-MA"	Gp0085065	Ga0022219	29564	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP19-MB"	Gp0085078	Ga0022994	29663	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP21-I1"	Gp0085092	Ga0022979	29677	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP21-I2"	Gp0085101	Ga0023015	29702	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP21-I3"	Gp0085114	Ga0022229	29717	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP21-I4"	Gp0085127	Ga0022224	29947	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP21-I5"	Gp0085140	Ga0022261	29960	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP21-MA"	Gp0085066	Ga0022216	29565	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP21-MB"	Gp0085079	Ga0023022	29665	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities J Craig Venter Institute, Maryland, USA - Subject 8 (re-annotation)"	Gp0051096	Ga0074229	65397	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities J. Craig Venter Institute, Maryland, USA - Subject 7 (re-annotation)"	Gp0051036	Ga0074219	65386	Human fecal
*Microbiome	Permanent Draft	"Human gut microbial communities from lean and obese individuals in Granada, Spain - Lean sample"	Gp0097811	Ga0052258	45575	Human gut
*Microbiome	Permanent Draft	"Human gut microbiome from lean and obese individuals in Granada, Spain - Obese sample"	Gp0097812	Ga0052233	45576	Human gut
Bacteria	Permanent Draft	Hungatella hathewayi DSM 13479	Gp0003364	Ga0028357		Human intestinal microflora
Bacteria	Permanent Draft	Hungatella hathewayi WAL-18680	Gp0006813	Ga0009629	8763	Human intestinal microflora
Bacteria	Permanent Draft	Intestinibacter bartlettii DSM 16795	Gp0088778	Ga0008260	46365	Human fecal
Bacteria	Permanent Draft	Intestinibacter bartlettii DSM 16795	Gp0001953	Ga0028314		Human fecal
Bacteria	Permanent Draft	Kallipyga massiliensis ph2	Gp0037261	Ga0019693	23782	Human fecal
Bacteria	Permanent Draft	Klebsiella sp. 1_1_55	Gp0003626	Ga0029106		Human intestinal microflora
Bacteria	Permanent Draft	Kurthia massiliensis JC30	Gp0017285	Ga0019635	23722	Human fecal
Bacteria	Permanent Draft	Lachnospiraceae bacterium 6_1_63FAA	Gp0005412	Ga0029126		Human intestinal microflora
Bacteria	Finished	Lactobacillus fermentum CECT 5716	Gp0006617	Ga0029165		Human intestinal microflora
Bacteria	Finished	Lactobacillus fermentum IFO 3956	Gp0001143	Ga0029166		Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus gasseri L3	Gp0032274	Ga0011642	11364	Human fecal
Bacteria	Permanent Draft	Lactobacillus gasseri L32	Gp0032271	Ga0011644	11366	Human fecal
Bacteria	Permanent Draft	Lactobacillus helveticus DSM 20075	Gp0003635	Ga0029173		Human intestinal microflora
Bacteria	Finished	Lactobacillus johnsonii DPC 6026	Gp0009297	Ga0029199		Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus johnsonii pf01	Gp0002278	Ga0016469	19474	Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus reuteri 100-23	Gp0001533	Ga0029210		Human intestinal microflora
Bacteria	Finished	Lactobacillus reuteri JCM 1112	Gp0001142	Ga0029212		Human gastrointestinal tract
Bacteria	Permanent Draft	Lactobacillus reuteri MM2-3 (Improved draft)	Gp0004604	Ga0009900	913	Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus reuteri MM4-1A (Improved draft)	Gp0001446	Ga0009944	912	Human intestinal microflora
Bacteria	Finished	"Lactobacillus reuteri SD2112, ATCC 55730"	Gp0001447	Ga0029213		Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus rhamnosus L31	Gp0032270	Ga0011643	11365	Human fecal
Bacteria	Permanent Draft	Lactobacillus rhamnosus L33	Gp0032178	Ga0011648	11370	Human fecal
Bacteria	Permanent Draft	Lactobacillus rhamnosus L34	Gp0032273	Ga0011645	11367	Human fecal
Bacteria	Permanent Draft	Lactobacillus rhamnosus L35	Gp0032275	Ga0011649	11371	Human fecal
Bacteria	Finished	Lactobacillus rhamnosus Lc 705	Gp0004605	Ga0029218		Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus rogosae ATCC 27753	Gp0099458	Ga0052885	54962	Human fecal
Bacteria	Permanent Draft	Lactobacillus ruminis E 194e	Gp0004606	Ga0024135	35485	Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus ruminis E 194e	Gp0016779	Ga0016331	19336	Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus ruminis SPM0211	Gp0011295	Ga0029219		Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus ruminis TH14	Gp0033371	Ga0011646	11368	Human fecal
Bacteria	Permanent Draft	Lactobacillus saerimneri TH58	Gp0033261	Ga0011647	11369	Human fecal
Bacteria	Finished	Lactobacillus salivarius CECT 5713	Gp0006655	Ga0029224		Human intestinal microflora
Bacteria	Permanent Draft	"Lactobacillus salivarius HO66, ATCC 11741"	Gp0005374	Ga0029223		Human intestinal microflora
Bacteria	Permanent Draft	Lactobacillus sp. 7_1_47FAA	Gp0005639	Ga0009746	8893	Human intestinal microflora
Bacteria	Permanent Draft	Marvinbryantia formatexigens I-52	Gp0000878	Ga0024044	35393	Human fecal
Bacteria	Permanent Draft	Marvinbryantia formatexigens I-52	Gp0102825	Ga0056060	55239	Human fecal
Bacteria	Permanent Draft	Megamonas funiformis YIT 11815	Gp0006625	Ga0009749	8897	Human fecal
Bacteria	Permanent Draft	Megasphaera elsdenii DSM 20460	Gp0012358	Ga0009359	7349	Human intestinal microflora
Bacteria	Permanent Draft	Megasphaera massiliensis NP3	Gp0033872	Ga0019680	23768	Human fecal
Archaea	Permanent Draft	Methanobrevibacter smithii DSM 2375	Gp0003638	Ga0029350		Human intestinal microflora
Archaea	Permanent Draft	"Methanobrevibacter smithii F1, DSM 2374"	Gp0003674	Ga0029349		Human intestinal microflora
Archaea	Finished	"Methanobrevibacter smithii PS, ATCC 35061"	Gp0000134	Ga0029348		Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS145A	Gp0008845	Ga0019550	23636	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS145B	Gp0009355	Ga0019551	23637	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS146A	Gp0009373	Ga0019552	23638	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS146B	Gp0009374	Ga0019553	23639	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS146C	Gp0009375	Ga0019554	23640	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS146D	Gp0009376	Ga0019555	23641	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS146E	Gp0009377	Ga0019556	23642	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS147A	Gp0009378	Ga0019557	23643	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS147B	Gp0009410	Ga0019558	23644	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS147C	Gp0009411	Ga0019559	23645	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS94A	Gp0009412	Ga0019560	23646	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS94B	Gp0009413	Ga0019561	23647	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS94C	Gp0009414	Ga0019562	23648	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS95A	Gp0009415	Ga0019563	23649	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS95B	Gp0009443	Ga0019564	23650	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS95C	Gp0009444	Ga0019565	23651	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS95D	Gp0009445	Ga0019566	23652	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS96A	Gp0009446	Ga0019567	23653	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS96B	Gp0009447	Ga0019568	23654	Human intestinal microflora
Archaea	Permanent Draft	Methanobrevibacter smithii TS96C	Gp0009448	Ga0019569	23655	Human intestinal microflora
Bacteria	Permanent Draft	Mitsuokella multacida DSM 20544	Gp0003700	Ga0024111	35461	Human intestinal microflora
Bacteria	Permanent Draft	Neisseria macacae ATCC 33926	Gp0006432	Ga0029601		Human intestinal microflora
Bacteria	Permanent Draft	Noviherbaspirillum massiliense JC206	Gp0020512	Ga0019654	23741	Human fecal
Bacteria	Permanent Draft	Odoribacter laneus YIT 12061	Gp0006624	Ga0009634	8768	Human fecal
Bacteria	Draft	Oscillibacter sp. LM227 (LM2_velvet)	Gp0007073	Ga0010270	9050	Human intestinal microflora
Bacteria	Draft	Oscillibacter sp. LM227 (LM3_SGA)	Gp0007073	Ga0010271	9051	Human intestinal microflora
Bacteria	Permanent Draft	Paenibacillus sp. HGF5	Gp0006512	Ga0029706		Human intestinal microflora
Bacteria	Permanent Draft	Paenibacillus sp. HGF7	Gp0006513	Ga0029707		Human intestinal microflora
Bacteria	Permanent Draft	Parabacteroides goldsteinii WAL 12034	Gp0021084	Ga0072340	64978	Human fecal
Bacteria	Permanent Draft	Parabacteroides johnsonii DSM 18315	Gp0003804	Ga0029725		Human fecal
Bacteria	Permanent Draft	Parabacteroides merdae ATCC 43184	Gp0000891	Ga0029726		Human fecal
Bacteria	Permanent Draft	Parabacteroides sp. 20_3	Gp0004890	Ga0027765		Human intestinal microflora
Bacteria	Permanent Draft	Parabacteroides sp. 2_1_7	Gp0003258	Ga0027770		Human fecal
Bacteria	Permanent Draft	Parabacteroides sp. D13	Gp0004628	Ga0029727		Human fecal
Bacteria	Permanent Draft	Parabacteroides sp. D26	Gp0005628	Ga0081888	71956	Human fecal
Bacteria	Permanent Draft	Parascardovia denticolens F0305	Gp0005111	Ga0029737		Human intestinal microflora
Bacteria	Permanent Draft	Parvimonas micra ATCC 33270	Gp0000916	Ga0029778		Human intestinal microflora
Bacteria	Permanent Draft	Pediococcus acidilactici 7_4	Gp0005198	Ga0029754		Human intestinal microflora
Bacteria	Permanent Draft	Peptoniphilus grossensis ph5	Gp0017128	Ga0019648	23735	Human fecal
Bacteria	Permanent Draft	Peptoniphilus senegalensis JC140	Gp0017277	Ga0019633	23720	Human fecal
Bacteria	Permanent Draft	Phascolarctobacterium succinatutens YIT 12067	Gp0006679	Ga0029785		Human fecal
Bacteria	Permanent Draft	Porphyromonas sp. 31_2	Gp0005629	Ga0058405	46855	Human fecal
Bacteria	Permanent Draft	"Prevotella copri CB7, DSM 18205"	Gp0003711	Ga0024119	35469	Human fecal
Bacteria	Permanent Draft	Proteus penneri ATCC 35198	Gp0000886	Ga0029944		Human intestinal microflora
Bacteria	Permanent Draft	Providencia alcalifaciens sv. 019:H2 DSM 30120	Gp0003268	Ga0029945		Human intestinal microflora
Bacteria	Permanent Draft	Providencia rettgeri DSM 1131	Gp0003316	Ga0024051	35400	Human intestinal microflora
Bacteria	Permanent Draft	Providencia rustigianii DSM 4541	Gp0003559	Ga0029946		Human intestinal microflora
Bacteria	Permanent Draft	Providencia stuartii ATCC 25827	Gp0000887	Ga0029947		Human intestinal microflora
Bacteria	Permanent Draft	Pseudoflavonifractor capillosus ATCC 29799	Gp0000895	Ga0027740		Human fecal
Bacteria	Permanent Draft	Pseudomonas sp. 2_1_26	Gp0004353	Ga0009613	8747	Human intestinal microflora
Bacteria	Finished	Rahnella sp. Y9602	Gp0006215	Ga0030049		Human intestinal microflora
Bacteria	Permanent Draft	Ralstonia sp. 5_7_47FAA	Gp0006050	Ga0030058		Human fecal
Bacteria	Finished	"Roseburia hominis A2-183, DSM 16839"	Gp0007768	Ga0009404	7407	Human intestinal microflora
Bacteria	Permanent Draft	Roseburia intestinalis L1-82	Gp0003375	Ga0024112	35462	Human fecal
Bacteria	Finished	Roseburia intestinalis M50/1	Gp0004514	Ga0030157		Human intestinal microflora
Bacteria	Finished	Roseburia intestinalis XB6B4	Gp0004516	Ga0030158		Human intestinal microflora
Bacteria	Permanent Draft	Ruminococcaceae bacterium LM158 (velvet+gapcloser)	Gp0050906	Ga0018021	21640	Human intestinal microflora
Bacteria	Finished	Ruminococcus bicirculans 80/3	Gp0020616	Ga0056609	45868	Human feces
Bacteria	Finished	Ruminococcus bromii L2-63	Gp0004253	Ga0030180		Human fecal
Bacteria	Permanent Draft	Ruminococcus callidus ATCC 27760	Gp0000917	Ga0038533	54873	Human intestinal microflora
Bacteria	Permanent Draft	Ruminococcus faecis JCM 15917	Gp0030374	Ga0128380	128916	Human feces
Bacteria	Permanent Draft	Ruminococcus gnavus ATCC 29149	Gp0005275	Ga0030182		Human intestinal microflora
Bacteria	Permanent Draft	Ruminococcus lactaris ATCC 29176	Gp0000888	Ga0030183		Human intestinal microflora
Bacteria	Permanent Draft	Ruminococcus torques ATCC 27756	Gp0000919	Ga0030189		Human intestinal microflora
Bacteria	Permanent Draft	Scardovia inopinata F0304	Gp0005059	Ga0030256		Human intestinal microflora
Bacteria	Permanent Draft	Streptococcus anginosus 1_2_62CV	Gp0006775	Ga0030624		Human intestinal microflora
Bacteria	Permanent Draft	Streptococcus infantarius infantarius ATCC BAA-102	Gp0000889	Ga0030643		Human intestinal microflora
Bacteria	Permanent Draft	Subdoligranulum sp. 4_3_54A2FAA	Gp0004939	Ga0009665	8800	Human intestinal microflora
Bacteria	Permanent Draft	Subdoligranulum variabile DSM 15176	Gp0000882	Ga0024032	35381	Human intestinal microflora
Bacteria	Permanent Draft	Succinatimonas hippei YIT 12066	Gp0006614	Ga0030976		Human intestinal microflora
Bacteria	Permanent Draft	Sutterella wadsworthensis 2_1_59BFAA	Gp0006778	Ga0014906	17921	Human intestinal microflora
Bacteria	Permanent Draft	Synergistes sp. 3_1_syn1	Gp0005197	Ga0009653	8787	Human intestinal microflora
Bacteria	Permanent Draft	Tannerella sp. 6_1_58FAA_CT1	Gp0003834	Ga0009621	8755	Human intestinal microflora
Bacteria	Permanent Draft	Timonella senegalensis JC301	Gp0020513	Ga0019653	23740	Human fecal
Bacteria	Permanent Draft	Tyzzerella nexilis DSM 1787	Gp0003367	Ga0028366		Human intestinal microflora
Bacteria	Permanent Draft	Verrucomicrobia bacterium SCGC AB-629-E09 - v2 (unscreened)	Gp0123243	Ga0098844	73670	Human fecal
Bacteria	Permanent Draft	Vibrio furnissii sv. II CIP 102972	Gp0006646	Ga0031451		Human intestinal microflora
